Wdft_RegionIdentifier,Census_IsTouchEnabled,Census_IsSecureBootEnabled,IsSxsPassiveMode,Census_MDC2FormFactor,Census_OSWUAutoUpdateOptionsName,OsSuite,Census_IsPortableOperatingSystem,Census_ActivationChannel,Census_OSArchitecture,AutoSampleOptIn,Census_GenuineStateName,Census_IsPenCapable,Processor,ProductName,Census_PrimaryDiskTypeName,Platform,HasTpm,MachineIdentifier,Census_HasOpticalDiskDrive,SkuEdition,IsBeta,OsPlatformSubRelease,Census_FlightRing,Census_OSInstallTypeName,Census_DeviceFamily,SmartScreen,HasDetections
1.0,0,1,0,Desktop,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,f83d643ac0b61f7146fd39ec617127a3,0,Home,0,rs2,Retail,Other,Windows.Desktop,ExistsNotSet,0
15.0,0,1,0,Notebook,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,3243f00867ca8a21e9b1ff9ddb17dd11,0,Home,0,rs1,Retail,Update,Windows.Desktop,RequireAdmin,1
10.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,8aa09b2f215c075384c46357f3b77f6e,0,Home,0,rs3,Retail,Upgrade,Windows.Desktop,ExistsNotSet,1
3.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,070be075a42a7fafb35133928f7e73ac,0,Pro,0,rs4,Retail,Refresh,Windows.Desktop,RequireAdmin,0
7.0,0,0,0,Desktop,UNKNOWN,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,044714011af3f169c0d3ecc1a046d1ea,0,Pro,0,rs3,Retail,Other,Windows.Desktop,ExistsNotSet,1
15.0,0,1,0,Notebook,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,ab0e42319ac2086447809b40ee362364,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
3.0,0,0,0,Notebook,UNKNOWN,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,UNKNOWN,windows10,1,63ba069e7a650ea9f0bfff58e017ef72,0,Pro,0,rs3,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
15.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,ee2ffa2d8d4caf4559a7b49e0ed022cb,0,Home,0,rs4,Retail,Reset,Windows.Desktop,ExistsNotSet,0
1.0,0,0,0,Notebook,UNKNOWN,256,1,Volume:GVLK,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,32031ba407bc7fb6fb5980920cb6c881,0,Pro,0,rs2,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
1.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,5c646a0e47a4f4d41e515c54c9a41ecb,0,Home,0,rs4,Retail,Upgrade,Windows.Desktop,ExistsNotSet,0
1.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,d3677741843eb89de1c5de69cfd3b15b,0,Home,0,rs4,Retail,Upgrade,Windows.Desktop,ExistsNotSet,0
11.0,0,0,0,Desktop,FullAuto,256,0,Volume:GVLK,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,7fccf39da929f1696cd8ab230e185a42,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
3.0,0,0,0,Desktop,Notify,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,4c8c8ba258f9b882afcff1e3117e9556,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
7.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,6cf3b935767a2b12a9d08cf1d58b001d,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
6.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,3d2b0c81213b74377d83156e30302008,0,Home,0,rs1,Retail,Update,Windows.Desktop,RequireAdmin,0
3.0,0,1,0,Desktop,UNKNOWN,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,ed149d6f0e3ab491411228de254b00ff,0,Pro,0,rs3,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
15.0,0,1,0,Notebook,Notify,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,9b35841f5fc6cad5a3aba4c09c378e45,0,Pro,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,cc73c766a20903a76e054e7ca933e3e7,0,Home,0,rs1,Retail,Update,Windows.Desktop,ExistsNotSet,1
11.0,0,0,0,Notebook,FullAuto,768,0,OEM:NONSLP,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,86346c1909c8ccd6ad3b3404e66aad82,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,ec9aabfc4a65dbeb7ae59c624864208e,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
11.0,0,0,0,Notebook,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows8,1,e77e07ccbd1a946f268b56ea204dd0d6,0,Home,0,windows8.1,Retail,Update,Windows.Desktop,RequireAdmin,1
11.0,0,1,0,Desktop,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,c8f91f06bea7740cc33735f6da5acb44,0,Home,0,rs4,Retail,Update,Windows.Desktop,RequireAdmin,0
11.0,0,1,0,Notebook,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,c562c67847eea4a81c85372f7bea0351,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
15.0,0,0,0,Desktop,Notify,256,0,Retail,amd64,0,IS_GENUINE,1,x64,win8defender,SSD,windows10,1,5168f231582665a17ad1baa348f66e61,0,Pro,0,rs2,Retail,Update,Windows.Desktop,RequireAdmin,0
1.0,1,0,0,Convertible,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,b167ab7802f26827ae9858b2e7186c35,0,Pro,0,rs4,Retail,Update,Windows.Desktop,RequireAdmin,0
11.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,9a8f30bb86051d01617003f8eeee9c49,0,Pro,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
1.0,0,0,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,d5bf7e9be331cb11dcbc487b03bc49cf,0,Home,0,rs4,Retail,Update,Windows.Desktop,ExistsNotSet,1
7.0,0,0,0,Notebook,UNKNOWN,256,0,OEM:DM,amd64,0,INVALID_LICENSE,0,x64,win8defender,SSD,windows10,1,a519615db542196326c3dd305a2c4d50,0,Pro,0,rs4,Unknown,Other,Windows.Desktop,ExistsNotSet,0
4.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,1b521fcf19565721e04c0db865a354cf,0,Home,0,rs2,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
7.0,0,1,0,Notebook,FullAuto,256,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,SSD,windows10,1,a30d72e3cea1f3c0196b3433f8c16cb7,0,Pro,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
10.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,c284bdff8c535f1b312460e5c9579e94,0,Home,0,rs2,Retail,Other,Windows.Desktop,ExistsNotSet,1
15.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,29438e14913c20f003600be98efc1ead,0,Home,0,rs3,Retail,Upgrade,Windows.Desktop,ExistsNotSet,1
12.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,c8ae3f34ffb234d878df39e9a0139318,0,Home,0,rs4,Retail,Refresh,Windows.Desktop,RequireAdmin,0
10.0,0,0,0,Desktop,UNKNOWN,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,UNKNOWN,windows10,1,f25fb774fce3abf71b8b01e7b4e04efc,0,Pro,0,rs3,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
3.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,b386aa9a2e30b60e874d991f3f3461ca,0,Home,0,rs4,Retail,Upgrade,Windows.Desktop,ExistsNotSet,1
11.0,1,1,0,Convertible,FullAuto,256,0,OEM:DM,amd64,0,IS_GENUINE,1,x64,win8defender,SSD,windows10,1,7297fca89b90e3bbf56d9ed9b26a3962,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
10.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,beb7429c11e65403ebee275b06337364,0,Home,0,rs3,Retail,Other,Windows.Desktop,ExistsNotSet,0
10.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,d642a953e2d04fde9b6efe35dfe40735,1,Home,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,1
8.0,0,0,0,Desktop,FullAuto,256,0,OEM:NONSLP,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,e66073c7604dc0c296c0866b52a26fec,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
13.0,1,0,0,Convertible,AutoInstallAndRebootAtMaintenanceTime,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,b574fea187296271e43f400ea7ece0e3,0,Home,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,1
10.0,0,0,1,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,UNKNOWN,windows10,1,74deb9873167979d8bf4062c4937d2e2,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
3.0,0,0,0,Notebook,FullAuto,256,0,Volume:GVLK,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,94f94e29fcbb5eb71fe746421964a936,0,Pro,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
10.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,eab88481c6062368dbe21a9ea18e1caa,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
3.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,c1bd3ede11935b632057f4763b39e9fb,1,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
11.0,0,0,0,Notebook,UNKNOWN,256,0,Volume:GVLK,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,3bce38e729e82c575484dc1c0005fe1d,0,Pro,0,th1,NOT_SET,IBSClean,Windows.Desktop,ExistsNotSet,1
10.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,1158f55a24cf5fe022cc9228da44a93e,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
3.0,0,0,0,Desktop,Notify,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,196d0e725e8ba7b523870d037a7c5992,1,Pro,0,rs3,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
1.0,0,0,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,8f16cc07dd98c279b85b218721362bf2,0,Home,0,rs3,Retail,Update,Windows.Desktop,RequireAdmin,1
10.0,0,1,0,AllInOne,Notify,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,c701b6d12eab713292ab3cc7e80d92bb,0,Pro,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
11.0,0,0,0,Notebook,UNKNOWN,256,0,Volume:GVLK,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,a66d16b2bede5261e0b1d8ce7760303a,1,Enterprise,0,th1,NOT_SET,IBSClean,Windows.Desktop,RequireAdmin,0
1.0,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,76bec021687ef44edbc867ebc3046247,0,Pro,0,rs3,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
10.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,a77f6408812e8f6fe9cd74ce0d7f6012,0,Home,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
11.0,0,0,0,Notebook,UNKNOWN,256,0,Retail,x86,0,INVALID_LICENSE,0,x86,win8defender,HDD,windows10,1,ca7900af944761ea9b092241bb384506,0,Pro,0,th2,Retail,IBSClean,Windows.Desktop,RequireAdmin,0
3.0,0,0,0,Desktop,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,37f5d071172f46d20309025e7ed46265,0,Home,0,rs4,Unknown,Upgrade,Windows.Desktop,ExistsNotSet,1
6.0,0,0,0,Desktop,Notify,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,Unspecified,windows10,1,19722a748d48917a65cc0ca7f8a3953d,1,Pro,0,rs2,Retail,Update,Windows.Desktop,ExistsNotSet,1
4.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,3953afab63cc1e5a74682f4f34bf526d,0,Pro,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
15.0,0,1,0,Desktop,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,737fde2e4d9777f3aa810e892adc606c,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
11.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,3f269b8ee82c3e8e793056bc719e2a92,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
4.0,0,0,0,Desktop,FullAuto,768,0,OEM:NONSLP,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,bf291d55f6c3566085d9f07d56ec6445,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
3.0,0,0,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,8ea6c9d7857bd406415306e5ac6a1ce3,1,Home,0,rs4,Retail,Upgrade,Windows.Desktop,ExistsNotSet,0
3.0,0,1,0,Desktop,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,1c14e2a2b09ef0ba4963768c18fe5f1d,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
7.0,0,0,0,Desktop,FullAuto,256,0,Volume:MAK,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,c1a77805bffa40227e4fcd317feae81c,0,Pro,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
4.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,208582bedf8e3490fcc58e6602d05b39,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
11.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,c4fbcb312bc5e88e473a8c0db8802cec,1,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,Off,0
10.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,32dabce8be8d97b0873c2edd8302d581,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
10.0,0,0,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,7243e5a25a8d9999750bb2e56a566d96,0,Home,0,rs4,Retail,Clean,Windows.Desktop,ExistsNotSet,0
11.0,1,1,0,Detachable,UNKNOWN,256,0,Retail,amd64,0,IS_GENUINE,1,x64,win8defender,SSD,windows10,1,77d647e0d8fe05eb58d1a72e09811b5a,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
3.0,0,1,0,Desktop,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,b32be78092fc39258c02ee4bc60241a1,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
3.0,0,0,0,Notebook,FullAuto,256,0,Retail,x86,0,IS_GENUINE,0,x86,win8defender,HDD,windows10,1,f378cc93d5c55b1125b4d587cb052d98,0,Pro,0,rs3,Retail,Update,Windows.Desktop,RequireAdmin,0
5.0,0,1,0,Notebook,FullAuto,256,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,377b7bd8907f69b0744292f448aaf571,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
11.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,ed75cdbeceaea60585e34c5798541e6d,1,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
11.0,0,0,0,Desktop,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,480c9971ef34569cb084fffdde51cd7e,1,Home,0,rs4,Retail,Upgrade,Windows.Desktop,ExistsNotSet,0
15.0,0,0,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,22088bd2492c1e750cbf659737cf1754,1,Home,0,rs4,Retail,Upgrade,Windows.Desktop,RequireAdmin,1
1.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows8,1,95cabad4e7acebeca7cb8411ad99a1b0,0,Home,0,windows8.1,Retail,Update,Windows.Desktop,ExistsNotSet,1
1.0,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,6588e3b628e96bac53447e71e30a8a97,0,Pro,0,rs4,Retail,Other,Windows.Desktop,ExistsNotSet,0
11.0,1,1,0,Convertible,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,3d87d82cc17f7d25c4dfecf46f1c9e97,0,Pro,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
1.0,0,0,0,Desktop,AutoInstallAndRebootAtMaintenanceTime,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,b960d7bbb76c591386d942d1eb45bf44,1,Pro,0,rs2,Retail,Update,Windows.Desktop,RequireAdmin,1
1.0,1,0,0,Detachable,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,1,x64,win8defender,SSD,windows10,1,98605a06339d9478637a97c8d932eb3e,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,7dd8afa1070323b9fa5f9f31e3fee17c,0,Home,0,rs3,Unknown,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
15.0,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,ad249604549cd8f4e25f5c82607ac028,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
11.0,0,0,0,AllInOne,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,e434c15bea9a6d6cb91435ed4ed334aa,0,Home,0,rs4,Unknown,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
1.0,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,69c693eba3e896ba458d3c4f09b7fd4f,0,Pro,0,rs4,Retail,Clean,Windows.Desktop,ExistsNotSet,1
15.0,0,0,0,Notebook,UNKNOWN,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,511b458e63cd6e23535a4e4fe46c4d56,0,Home,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
10.0,1,0,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,7926daef3e80564ecaabc0db5d1c18e5,0,Home,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
1.0,0,1,1,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,527a58671b4298f773193b30e052115c,1,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
11.0,0,0,0,Notebook,UNKNOWN,256,0,Retail,x86,0,INVALID_LICENSE,0,x86,win8defender,HDD,windows10,1,9e1b38606c9b5c120a01eb52533a029e,0,Pro,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
15.0,0,0,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows8,1,9c3101af0fade503a93607c08f0b60a3,0,Home,0,windows8.1,Retail,Update,Windows.Desktop,RequireAdmin,0
3.0,0,0,0,Desktop,UNKNOWN,256,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,UNKNOWN,windows10,1,ee01581692ef148aebf592431ff3ff42,0,Pro,0,rs3,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
15.0,1,1,0,Convertible,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,608167ff60cde3e00ac8de909522f124,0,Home,0,th2,Retail,Other,Windows.Desktop,RequireAdmin,1
5.0,0,1,1,Notebook,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,ba03a7cafffcb12330112064d6972bf7,0,Home,0,rs1,Retail,Update,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,AllInOne,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,05513bf2abf547b38b06594fb89b89a4,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
10.0,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,a73dc7d8b024993cbc4fc723d865295b,0,Pro,0,rs4,Retail,Reset,Windows.Desktop,ExistsNotSet,0
8.0,1,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,8da99d1c9d6cf97f589dfd7658bc0733,0,Home,0,rs2,Retail,Reset,Windows.Desktop,ExistsNotSet,0
10.0,0,0,0,Desktop,FullAuto,256,0,Retail,x86,0,IS_GENUINE,0,x86,win8defender,UNKNOWN,windows10,1,1d886a6fc255c2218bc3a229608065e3,0,Pro,0,rs4,Retail,Upgrade,Windows.Desktop,ExistsNotSet,0
10.0,1,1,0,Convertible,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,1,x64,win8defender,HDD,windows10,1,44d6ce0d4d167af34fa6416cab77fbb3,0,Home,0,rs3,Retail,Update,Windows.Desktop,RequireAdmin,0
8.0,0,0,0,Notebook,Notify,768,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,7a17b2548934c3851db56af01f5e6372,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
1.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,8131bf61125ef5828a4027ed4f8d16cc,0,Home,0,rs1,Retail,Other,Windows.Desktop,RequireAdmin,0
3.0,0,0,0,Desktop,UNKNOWN,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,752424c8a2dee3f77fc4ac761603a25e,0,Pro,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
7.0,1,1,0,Notebook,Notify,256,0,OEM:DM,amd64,0,IS_GENUINE,1,x64,win8defender,SSD,windows10,1,fdb1bc630ffc5b330a7ae379d9c25ebd,0,Pro,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
11.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,3c49d3f03d72ffded6efcc4113226b0f,1,Pro,0,rs1,Retail,Upgrade,Windows.Desktop,ExistsNotSet,0
7.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,OFFLINE,0,x64,win8defender,SSD,windows10,1,bbd2847a9c58d7e10578f2b1a08f5578,0,Home,0,rs3,Unknown,Other,Windows.Desktop,ExistsNotSet,1
6.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,9ebc00770a7211a5fe1a013e1457d201,0,Education,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
3.0,0,0,0,Notebook,UNKNOWN,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,5512a2d78ca440e5558d7a3931f60027,0,Home,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
11.0,0,0,0,Notebook,UNKNOWN,256,0,Volume:GVLK,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,9ceb42ed6e6d83299465a633bae619dd,0,Pro,0,rs1,Retail,IBSClean,Windows.Desktop,RequireAdmin,1
3.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0386281548d99560b112219cebcfe195,0,Home,0,rs1,Retail,Update,Windows.Desktop,RequireAdmin,0
